	doi	registration_agency
3092	10.1002/2017JC013486	Crossref
3093	10.1002/grl.50950	Crossref
3094	10.1038/nclimate2307	Crossref
3095	10.1002/2015GL064177	Crossref
3096	10.1016/j.geomorph.2014.03.006	Crossref
3097	10.1007/s00382-013-1951-1	Crossref
3098	10.1007/s10712-016-9386-y	Crossref
3099	10.1016/S0378-3839(02)00122-9	Crossref
3100	10.1007/s10584-010-9977-4	Crossref
3101	10.2471/BLT.11.088302	Crossref
3102	10.1016/j.apgeog.2017.12.019	Crossref
3103	10.1016/j.geoforum.2017.10.005	Crossref
3104	10.1016/j.epsl.2015.01.029	Crossref
3105	10.1038/s41598-017-05792-1	Crossref
3106	10.1126/sciadv.aao4350	Crossref
3107	10.1672/0277-5212(2002)022[0071:AACCIO]2.0.CO;2	Resource not found
3108	10.1007/s11069-017-3001-5	Crossref
3109	10.1038/nclimate3271	Crossref
3110	10.1038/nclimate2961	Crossref
3111	10.1007/s11111-019-00315-8	Crossref
3112	10.1175/JCLI-D-16-0388.1	Crossref
3113	10.1038/nature14093	Crossref
3114	10.1007/s11625-013-0214-8	Crossref
3115	10.1038/ncomms10646	Crossref
3116	10.1068/c1240	Crossref
3117	10.1080/14494035.2018.1488797	Crossref
3118	10.1177/0095399713481601	Crossref
3119	10.1175/JCLI-D-16-0420.1	Crossref
3120	10.5194/cp-9-1773-2013	Crossref
3121	10.1038/nclimate1791	Crossref
3122	10.1016/j.cageo.2017.10.004	Crossref
3123	10.1007/s00190-013-0687-3	Crossref
3124	10.1093/jrs/few043	Crossref
3125	10.1080/19475705.2010.516912	Crossref
3126	10.1353/cp.2017.0030	Crossref
3127	10.1016/j.envsci.2016.12.005	Crossref
3128	10.1111/gcb.13768	Crossref
3129	10.1038/nclimate2668	Crossref
3130	10.1007/s10040-015-1330-6	Crossref
3131	10.1029/2009JB006967	Crossref
3132	10.1038/s41558-018-0176-z	Crossref
3133	10.1007/s10113-014-0682-0	Crossref
3134	10.1029/2018EF001071	Crossref
3135	10.1038/nclimate2505	Crossref
3136	10.1016/j.gloplacha.2013.09.002	Crossref
3137	10.1007/s10584-012-0564-8	Crossref
3138	10.1007/s10584-014-1288-8	Crossref
3139	10.3390/agronomy6040054	Crossref
3140	10.1126/science.1152509	Crossref
3141	10.1126/science.aai8464	Crossref
3142	10.1016/j.coastaleng.2013.12.001	Crossref
3143	10.2112/JCOASTRES-D-12-00175.1	Crossref
3144	10.1080/09644016.2017.1287625	Crossref
3145	10.1175/2007JCLI1909.1	Crossref
3146	10.1093/icesjms/fst081	Crossref
3147	10.1029/2005GL025561	Crossref
3148	10.1080/13683500.2016.1188893	Crossref
3149	10.1371/journal.pone.0163495	Crossref
3150	10.1007/s11111-009-0094-0	Crossref
3151	10.1016/j.coastaleng.2014.08.005	Crossref
3152	10.1146/annurev-environ-102017-025826	Crossref
3153	10.1007/s11069-015-1983-4	Crossref
3154	10.1016/j.scitotenv.2018.04.328	Crossref
3155	10.1016/j.coastaleng.2014.09.008	Crossref
3156	10.1038/ncomms8188	Crossref
3157	10.1016/j.marpol.2012.12.012	Crossref
3158	10.1007/s10584-009-9671-6	Crossref
3159	10.1007/s10584-011-0332-1	Crossref
3160	10.1016/j.gloplacha.2017.06.007	Crossref
3161	10.1146/annurev-soc-073014-112223	Crossref
3162	10.1007/s10113-019-01478-8	Crossref
3163	10.1016/j.landurbplan.2013.12.013	Crossref
3164	10.1002/wcc.183	Crossref
3165	10.1007/s11273-009-9173-3	Crossref
3166	10.3354/meps09754	Crossref
3167	10.1139/as-2017-0041	Crossref
3168	10.1080/13547860.2018.1442153	Crossref
3169	10.1016/j.oceaneng.2012.12.032	Crossref
3170	10.1016/j.gloplacha.2016.10.006	Crossref
3171	10.1038/nclimate3344	Crossref
3172	10.4095/297048	Crossref
3173	10.5751/ES-08100-210207	Crossref
3174	10.1038/ncomms14792	Crossref
3175	10.1002/jgrc.20058	Crossref
3176	10.1088/1748-9326/9/10/104008	Crossref
3177	10.1007/978-3-319-56490-6_13	Crossref
3178	10.1016/j.gloplacha.2013.12.004	Crossref
3179	10.1029/2008GL033611	Crossref
3180	10.1007/s00704-018-2617-z	Crossref
3181	10.1016/j.aqpro.2015.02.030	Crossref
3182	10.1002/jgrc.20307	Crossref
3183	10.1007/s10584-013-1049-0	Crossref
3184	10.1016/j.gloenvcha.2012.07.004	Crossref
3185	10.1073/pnas.1414439112	Crossref
3186	10.1007/s11069-008-9227-5	Crossref
3187	10.2112/JCOASTRES-D-12-00230.1	Crossref
3188	10.1080/17565529.2014.934771	Crossref
3189	10.1007/s10113-017-1114-8	Crossref
3191	10.1088/1748-9326/aa5508	Crossref
3192	10.1038/ngeo572	Crossref
3193	10.1016/j.agsy.2018.01.027	Crossref
3194	10.1175/JCLI-D-16-0715.1	Crossref
3195	10.1007/978-4-431-53904-9_13	Crossref
3196	10.1371/journal.pone.0102090	Crossref
3197	10.5751/ES-07050-200104	Crossref
3198	10.1038/nclimate2987	Crossref
3199	10.1002/2017GL076388	Crossref
3200	10.1177/0739456X16645167	Crossref
3201	10.1073/pnas.0605726103	Crossref
3202	10.1007/s10584-011-0037-5	Crossref
3203	10.1088/1748-9326/aabb32	Crossref
3204	10.1017/S1935789300002469	Crossref
3205	10.1111/j.1539-6924.2010.01571.x	Crossref
3206	10.1201/b18053-4	Crossref
3207	10.24043/isj.52	Crossref
3208	10.1073/pnas.1015619108	Crossref
3209	10.2112/SI85-300.1	Crossref
3210	10.1007/s10236-011-0423-6	Crossref
3211	10.1016/j.ocecoaman.2016.06.013	Crossref
3212	10.1111/jfr3.12494	Crossref
3213	10.1111/jfr3.12026	Crossref
3214	10.1108/IJDRBE-03-2015-0009	Crossref
3215	10.1038/nature22049	Crossref
3216	10.1142/S2345737618500136	Crossref
3217	10.1038/nclimate2909	Crossref
3218	10.1016/j.jhydrol.2018.09.059	Crossref
3219	10.1007/s10113-015-0797-y	Crossref
3220	10.1017/CBO9781139173537	Crossref
3221	10.5194/os-14-187-2018	Crossref
3222	10.1007/s11027-015-9678-4	Crossref
3223	10.1038/nclimate1447	Crossref
3224	10.1175/JCLI-D-15-0129.1	Crossref
3225	10.1890/080126	Crossref
3226	10.1111/j.1365-2486.2012.02791.x	Crossref
3227	10.1007/s00267-014-0375-y	Crossref
3228	10.1111/rec.12492	Crossref
3229	10.1186/2193-1801-3-466	Crossref
3230	10.14430/arctic4214	Crossref
3231	10.1002/2013EF000184	Crossref
3232	10.1029/2011GL048604	Crossref
3233	10.1016/j.epsl.2015.10.008	Crossref
3234	10.1002/2017EF000663	Crossref
3235	10.1002/2014EF000239	Crossref
3236	10.1038/nature08686	Crossref
3237	10.1080/24694452.2018.1549472	Crossref
3238	10.1038/nature13278	Crossref
3239	10.1007/s11111-016-0258-7	Crossref
3240	10.1672/07-232.1	Crossref
3241	10.1111/nph.12605	Crossref
3242	10.1002/2017EF000606	Crossref
3243	10.3189/2014JoG13J183	Crossref
3244	10.1029/2011GL050207	Crossref
3245	10.1016/j.gloenvcha.2016.01.007	Crossref
3246	10.1007/s10584-017-1963-7	Crossref
3247	10.1057/gpp.2015.14	Crossref
3248	10.1016/j.ocecoaman.2014.04.024	Crossref
3249	10.1016/j.landusepol.2016.10.017	Crossref
3250	10.1016/j.envsoft.2016.09.017	Crossref
3251	10.1061/(ASCE)WR.1943-5452.0000626	Crossref
3252	10.1504/IJTPM.2010.036918	Crossref
3253	10.1126/science.aal1956	Crossref
3254	10.1016/j.epsl.2011.08.026	Crossref
3255	10.1046/j.1365-246x.1998.00541.x	Crossref
3256	10.5194/cp-12-1933-2016	Crossref
3257	10.1126/sciadv.1700537	Crossref
3258	10.3402/polar.v30i0.7341	Crossref
3259	10.1126/science.aav7908	Crossref
3260	10.1371/journal.pone.0073748	Crossref
3261	10.3390/su11020406	Crossref
3262	10.1016/j.envsci.2016.12.003	Crossref
3263	10.1080/13549839.2013.839643	Crossref
3264	10.5751/ES-06375-190239	Crossref
3265	10.5194/tc-12-49-2018	Crossref
3266	10.17730/humo.74.1.q0667716284749m8	Crossref
3267	10.1088/1748-9326/aa6512	Crossref
3268	10.1016/j.earscirev.2014.08.005	Crossref
3269	10.1088/1748-9326/aa5528	Crossref
3270	10.1007/s11027-017-9750-3	Crossref
3271	10.1016/j.cosust.2015.02.004	Crossref
3272	10.1007/s10712-011-9121-7	Crossref
3273	10.1002/2016JC012597	Crossref
3274	10.4236/jbcpr.2014.21007	Crossref
3275	10.1007/s10584-009-9722-z	Crossref
3276	10.1111/gcb.13623	Crossref
3277	10.1007/s00367-011-0273-8	Crossref
3278	10.5194/essd-10-281-2018	Crossref
3279	10.1007/s11027-013-9480-0	Crossref
3280	10.3390/su9081373	Crossref
3281	10.1596/1813-9450-6465	Crossref
3282	10.1038/35086617	Crossref
3283	10.1023/A:1005698407365	Crossref
3284	10.1038/nclimate3180	Crossref
3285	10.5194/nhess-17-765-2017	Crossref
3286	10.1038/nclimate2957	Crossref
3287	10.1016/j.gloenvcha.2013.02.012	Crossref
3288	10.1073/pnas.1219414110	Crossref
3289	10.5194/esd-5-271-2014	Crossref
3290	10.1002/2016GL069173	Crossref
3291	10.1007/s10113-013-0552-1	Crossref
3292	10.1175/JCLI-D-18-0024.1	Crossref
3293	10.1080/17524032.2017.1289109	Crossref
3294	10.1088/1748-9326/11/1/014001	Crossref
3295	10.1029/2008GL035815	Crossref
3296	10.1038/nclimate2777	Crossref
3297	10.1073/pnas.1604386113	Crossref
3298	10.1007/s00477-016-1377-5	Crossref
3299	10.1016/j.gloenvcha.2018.05.003	Crossref
3300	10.1155/2012/949038	Crossref
3301	10.1175/JCLI-D-12-00557.1	Crossref
3302	10.1175/JCLI-D-14-00453.1	Crossref
3303	10.1073/pnas.1214457110	Crossref
3304	10.5194/nhess-16-629-2016	Crossref
3305	10.1002/ieam.1705	Crossref
3306	10.5670/oceanog.2017.316	Crossref
3307	10.1016/j.soilbio.2017.04.002	Crossref
3308	10.1016/j.apgeog.2015.08.003	Crossref
3309	10.1016/j.ecss.2009.07.036	Crossref
3310	10.1007/s13524-016-0496-4	Crossref
3311	10.1029/2005JC003421	Crossref
3312	10.1080/13549839.2014.887666	Crossref
3313	10.1080/1523908X.2018.1480361	Crossref
3314	10.1038/srep41735	Crossref
3315	10.1111/j.1467-9256.2010.01374.x	Crossref
3316	10.1002/2016GL071560	Crossref
3318	10.1002/wcc.409	Crossref
3319	10.1016/j.envsci.2018.09.002	Crossref
3320	10.1007/s10113-015-0807-0	Crossref
3321	10.1016/B978-0-12-396451-9.00012-3	Crossref
3322	10.1007/s10584-013-0746-z	Crossref
3323	10.1029/2006EO240001	Crossref
3324	10.1111/gcb.12148	Crossref
3326	10.1002/2014GL059766	Crossref
3327	10.1002/2015JC011173	Crossref
3328	10.1007/978-3-319-96535-2_1	Crossref
3329	10.17730/0018-7259-74.4.341	Crossref
3330	10.1002/2013WR014676	Crossref
3331	10.1016/j.coastaleng.2016.01.012	Crossref
3332	10.1016/j.gloenvcha.2014.09.009	Crossref
3333	10.1038/nature14145	Crossref
3334	10.1126/science.1254702	Crossref
3335	10.5194/tc-9-2399-2015	Crossref
3336	10.1088/1748-9326/9/3/034001	Crossref
3337	10.1038/s41586-018-0212-1	Crossref
3338	10.1002/eco.1442	Crossref
3339	10.1016/j.worlddev.2018.04.020	Crossref
3340	10.1890/14-0395.1	Crossref
3341	10.7717/peerj.1985	Crossref
3342	10.1023/A:1009928003700	Crossref
3343	10.1007/978-3-030-04873-0_3	Crossref
3344	10.1016/j.ecolind.2018.01.003	Crossref
3345	10.7574/cjicl.04.01.137	Crossref
3346	10.1332/030557317X15072085902640	Crossref
3347	10.1016/j.marpol.2010.07.001	Crossref
3348	10.1016/j.gloenvcha.2014.10.007	Crossref
3349	10.1016/j.ocecoaman.2017.08.008	Crossref
3350	10.1007/s11077-017-9276-2	Crossref
3351	10.1073/pnas.1720420115	Crossref
3352	10.1038/nclimate2330	Crossref
3353	10.1111/gcb.13945	Crossref
3354	10.1016/j.ecss.2016.09.007	Crossref
3355	10.1002/wcc.350	Crossref
3356	10.1007/s11111-017-0290-2	Crossref
3357	10.5751/ES-06937-190444	Crossref
3358	10.1080/14693062.2016.1248886	Crossref
3359	10.3897/BDJ.5.e11764	Crossref
3360	10.1007/s10584-014-1141-0	Crossref
3361	10.1002/eet.1847	Crossref
3362	10.1016/j.envsci.2018.07.009	Crossref
3363	10.1016/j.ocecoaman.2018.12.009	Crossref
3364	10.1038/ngeo2792	Crossref
3365	10.1175/JCLI-D-15-0153.1	Crossref
3366	10.1175/JCLI-D-15-0200.1	Crossref
3367	10.1038/s41558-018-0088-y	Crossref
3368	10.1016/j.ecoser.2018.09.005	Crossref
3369	10.1073/pnas.1500515113	Crossref
3370	10.1038/s41467-018-02985-8	Crossref
3371	10.1038/s41598-018-30904-w	Crossref
3372	10.1007/978-3-319-63254-4_14	Crossref
3373	10.1175/JCLI-D-16-0337.1	Crossref
3374	10.1007/s10712-016-9383-1	Crossref
3375	10.1175/JCLI-D-17-0112.1	Crossref
3376	10.1175/JCLI-D-16-0697.1	Crossref
3377	10.1080/17565529.2013.857589	Crossref
3378	10.1371/journal.pone.0103180	Crossref
3379	10.1126/sciadv.aau3433	Crossref
3380	10.1002/2016GL072071	Crossref
3381	10.1130/G32869.1	Crossref
3382	10.1111/conl.12213	Crossref
3383	10.1016/j.quascirev.2008.08.018	Crossref
3384	10.1111/j.1365-246X.2011.05090.x	Crossref
3385	10.1146/annurev-resource-100814-125031	Crossref
3386	10.1038/35059054	Crossref
3387	10.1046/j.1365-246X.2003.01942.x	Crossref
3388	10.1073/pnas.1620325114	Crossref
3389	10.1038/ngeo2251	Crossref
3390	10.2112/1551-5036-36.sp1.506	Crossref
3391	10.1007/s10113-018-1360-4	Crossref
3392	10.1088/17489326/10/10/104004	Resource not found
3393	10.1002/2013JC009297	Crossref
3394	10.1071/MU16006	Crossref
3395	10.1061/(ASCE)WW.1943-5460.0000383	Crossref
3397	10.1038/ngeo2167	Crossref
3399	10.1007/978-94-007-4159-1_24	Crossref
3400	10.1007/978-3-319-33880-4_15	Crossref
3401	10.1016/j.gloenvcha.2018.03.008	Crossref
3402	10.1073/pnas.1007887107	Crossref
3403	10.1146/annurev-environ-021611-135158	Crossref
3405	10.1038/nclimate2103	Crossref
3406	10.1002/2016EF000430	Crossref
3407	10.1038/ncomms11969	Crossref
3408	10.1016/j.scitotenv.2019.01.383	Crossref
3409	10.1016/j.ocecoaman.2011.06.009	Crossref
3410	10.1007/s10584-018-2191-5	Crossref
3411	10.1016/j.envdev.2012.10.002	Crossref
3412	10.1016/j.agwat.2018.04.019	Crossref
3413	10.1016/j.ocecoaman.2016.06.016	Crossref
3414	10.1007/s10113-017-1248-8	Crossref
3415	10.1016/j.sbspro.2014.10.050	Crossref
3416	10.1061/9780784404119.242	Crossref
3417	10.1002/2017JD027007	Crossref
3418	10.5194/gmd-10-2495-2017	Crossref
3419	10.1088/1748-9326/aa92b6	Crossref
3420	10.1007/s11111-016-0255-x	Crossref
3421	10.1007/s10584-016-1849-0	Crossref
3422	10.1177/0309133315598269	Crossref
3423	10.1073/pnas.1717312115	Crossref
3424	10.1080/01490419.2010.491031	Crossref
3425	10.1371/journal.pone.0118571	Crossref
3426	10.1002/eet.509	Crossref
3427	10.1016/j.ecss.2011.07.012	Crossref
3428	10.1016/j.ecss.2013.10.010	Crossref
3429	10.1016/j.landusepol.2018.01.030	Crossref
3430	10.1029/2005GL022719	Crossref
3431	10.1016/j.worlddev.2013.11.002	Crossref
3432	10.1016/j.crm.2018.12.002	Crossref
3433	10.1017/jog.2016.40	Crossref
3434	10.1002/9781444323276.ch2	Crossref
3435	10.5670/oceanog.2011.34	Crossref
3436	10.1016/B978-0-12-811891-7.00002-5	Crossref
3437	10.1126/science.1185782	Crossref
3438	10.1680/ffacer.34495.0023	Crossref
3439	10.1038/nature12068	Crossref
3440	10.1038/ncomms15799	Crossref
3441	10.1007/s00382-012-1463-4	Crossref
3442	10.1016/j.sbspro.2015.12.063	Crossref
3443	10.3390/su10030796	Crossref
3444	10.5194/tc-9-1831-2015	Crossref
3446	10.5194/tc-12-811-2018	Crossref
3447	10.1016/j.gca.2012.12.018	Crossref
3448	10.1016/j.ocecoaman.2014.11.010	Crossref
3449	10.1371/journal.pone.0169056	Crossref
3450	10.1007/s11852-017-0531-7	Crossref
3451	10.1007/s10113-016-0950-2	Crossref
3452	10.1080/13549839.2016.1181618	Crossref
3453	10.1080/23251042.2017.1419418	Crossref
3454	10.1038/s41598-017-11058-7	Crossref
3455	10.1111/risa.12597	Crossref
3456	10.1007/s11027-015-9699-z	Crossref
3457	10.1017/S1744137417000509	Crossref
3458	10.1146/annurev.so.04.080178.001451	Crossref
3459	10.1111/risa.12888	Crossref
3460	10.1007/s10584-008-9423-z	Crossref
3461	10.1142/9789813233812_0059	Crossref
3462	10.1016/j.ocecoaman.2018.02.021	Crossref
3463	10.1126/science.aak9460	Crossref
3464	10.1007/s10584-015-1394-2	Crossref
3465	10.1371/journal.pone.0183431	Crossref
3466	10.1038/ngeo1836	Crossref
3467	10.3390/w10040390	Crossref
3468	10.1007/s10236-014-0805-7	Crossref
3469	10.1016/j.gloplacha.2014.02.001	Crossref
3470	10.5270/OceanObs09.cwp.68	Crossref
3471	10.1080/17565529.2017.1301871	Crossref
3472	10.1130/G45880.1	Crossref
3473	10.1093/acrefore/9780199389407.013.84	Crossref
3474	10.1038/s41586-018-0687-9	Crossref
3475	10.1016/j.habitatint.2013.05.003	Crossref
3476	10.1080/17565529.2014.886994	Crossref
3477	10.1002/2015EF000298	Crossref
3478	10.1038/ngeo2273	Crossref
3479	10.5194/tc-11-1851-2017	Crossref
3480	10.3189/2013JoG12J129	Crossref
3481	10.1038/s41558-018-0305-8	Crossref
3482	10.1029/2010JC006797	Crossref
3483	10.1016/j.envdev.2014.04.001	Crossref
3484	10.1038/nclimate1410	Crossref
3485	10.1146/annurev.earth.32.082503.144359	Crossref
3486	10.1002/2014JB011176	Crossref
3487	10.1371/journal.pone.0164699	Crossref
3488	10.5194/esd-4-11-2013	Crossref
3489	10.1038/srep40581	Crossref
3490	10.1038/ncomms2409	Crossref
3491	10.24043/isj.50	Crossref
3492	10.1080/1523908X.2017.1348225	Crossref
3493	10.1111/geoj.12154	Crossref
3494	10.24043/isj.17	Crossref
3495	10.1007/s10584-018-2363-3	Crossref
3496	10.1038/sdata.2017.89	Crossref
3497	10.1093/gji/ggx142	Crossref
3498	10.1175/JCLI-D-17-0679.1	Crossref
3499	10.1890/ES13-00080.1	Crossref
3500	10.1016/j.envsci.2018.09.015	Crossref
3501	10.1073/pnas.1018527108	Crossref
3502	10.1016/j.ecolecon.2018.10.013	Crossref
3503	10.5194/gmd-5-1273-2012	Crossref
3504	10.1002/2017JF004371	Crossref
3505	10.1177/0309133318794498	Crossref
3506	10.1016/j.ocecoaman.2013.07.010	Crossref
3507	10.1680/jmaen.15.00027	Crossref
3508	10.1016/j.jhydrol.2018.06.015	Crossref
3509	10.1016/j.techfore.2018.01.031	Crossref
3510	10.1038/sdata.2018.34	Crossref
3511	10.1007/s11273-008-9101-y	Crossref
3512	10.1371/journal.pone.0068850	Crossref
3513	10.1038/srep26009	Crossref
3514	10.1007/s11284-017-1545-1	Crossref
3515	10.3389/fpls.2017.02269	Crossref
3516	10.1002/2015GL064861	Crossref
3517	10.5194/cp-9-353-2013	Crossref
3518	10.1016/j.ijdrr.2015.08.009	Crossref
3519	10.1029/2009JF001373	Crossref
3520	10.1007/s11273-018-9592-0	Crossref
3521	10.11634/216796221302315	Crossref
3522	10.1126/science.1135456	Crossref
3523	10.1016/j.jenvman.2019.03.101	Crossref
3524	10.1007/s10584-014-1255-4	Crossref
3525	10.1038/s41558-017-0004-x	Crossref
3526	10.1088/1748-9326/aaac87	Crossref
3527	10.1016/j.rse.2013.08.021	Crossref
3528	10.1371/journal.pone.0107751	Crossref
3529	10.1016/j.pocean.2011.07.021	Crossref
3530	10.1016/j.earscirev.2017.11.022	Crossref
3531	10.1038/ngeo1118	Crossref
3532	10.1126/science.aad8386	Crossref
3533	10.1016/j.biocon.2008.07.014	Crossref
3534	10.1111/geb.12211	Crossref
3535	10.5194/tc-12-1969-2018	Crossref
3536	10.5194/tc-12-3229-2018	Crossref
3537	10.1016/j.jenvman.2018.01.024	Crossref
3538	10.1371/journal.pone.0192132	Crossref
3539	10.1371/journal.pone.0133409	Crossref
3540	10.1016/j.marpol.2019.02.028	Crossref
3541	10.1080/17565529.2015.1034233	Crossref
3542	10.1007/978-3-319-43633-3	Crossref
3543	10.1016/j.cosust.2013.11.007	Crossref
3544	10.1016/j.ijdrr.2017.11.011	Crossref
3545	10.1038/srep41443	Crossref
3546	10.1080/13658810601169899	Crossref
3547	10.1007/s00267-017-0924-2	Crossref
3548	10.1073/pnas.1519132113	Crossref
3551	10.1038/nature16147	Crossref
3552	10.5194/tc-11-1327-2017	Crossref
3553	10.1038/nclimate1449	Crossref
3554	10.1007/s11027-015-9693-5	Crossref
3555	10.1038/ncomms8854	Crossref
3556	10.1142/9789814689977_0002	Crossref
3557	10.1525/elementa.250	Crossref
3558	10.5194/tc-12-1779-2018	Crossref
3559	10.1016/j.gloplacha.2013.06.009	Crossref
3560	10.1016/j.tourman.2013.11.006	Crossref
3561	10.1038/nclimate1725	Crossref
3562	10.1080/00288330.2016.1185736	Crossref
3563	10.1016/j.epsl.2013.10.030	Crossref
3564	10.1126/science.1229180	Crossref
3565	10.1061/(ASCE)WW.1943-5460.0000172	Crossref
3566	10.1016/j.scitotenv.2018.02.246	Crossref
3567	10.1016/j.fcr.2018.04.006	Crossref
3568	10.1038/nclimate3084	Crossref
3569	10.1007/s10113-017-1259-5	Crossref
3570	10.1016/j.ecoleng.2016.12.030	Crossref
3573	10.1002/2015JC010928	Crossref
3574	10.1007/s11852-012-0227-y	Crossref
3575	10.1002/lno.10262	Crossref
3576	10.1016/j.aquabot.2017.04.002	Crossref
3577	10.1016/j.apsoil.2017.11.022	Crossref
3578	10.1016/j.epsl.2017.05.038	Crossref
3579	10.1016/j.uclim.2015.08.002	Crossref
3580	10.1016/j.ress.2015.05.003	Crossref
3581	10.1111/gcb.12218	Crossref
3582	10.1080/01621459.1951.10500768	Crossref
3583	10.1029/2004GL020670	Crossref
3584	10.1016/j.epsl.2008.12.027	Crossref
3585	10.1073/pnas.1704665115	Crossref
3586	10.1038/nclimate1584	Crossref
3587	10.1016/j.apgeog.2011.10.002	Crossref
3588	10.1007/s11852-017-0542-4	Crossref
3589	10.1002/2016GL069287	Crossref
3590	10.1371/journal.pone.0088760	Crossref
3591	10.5194/tc-12-3511-2018	Crossref
3592	10.1016/j.pocean.2013.08.007	Crossref
3593	10.1017/S0892679412000615	Crossref
3594	10.1289/ehp.123-A204	Crossref
3595	10.1016/j.geomorph.2017.04.029	Crossref
3596	10.1002/2015JC011117	Crossref
3597	10.1029/2006JF000664	Crossref
3598	10.1017/S0022112006003570	Crossref
3599	10.1002/lno.11149	Crossref
3600	10.1007/978-3-319-47594-3_10	Crossref
3601	10.5194/nhessd-3-7275-2015	Crossref
3602	10.1002/2017WR021344	Crossref
3603	10.1111/conl.12114	Crossref
3604	10.1371/journal.pone.0022396	Crossref
3605	10.1007/s11625-016-0366-4	Crossref
3606	10.1016/j.apgeog.2017.12.015	Crossref
3607	10.1002/2016GL069273	Crossref
3608	10.5194/tc-12-3085-2018	Crossref
3609	10.1002/2017GL072910	Crossref
3610	10.1016/j.envsci.2015.01.017	Crossref
3611	10.1016/j.ijdrr.2018.02.018	Crossref
3612	10.1002/wcc.580	Crossref
3613	10.1080/09669582.2014.918135	Crossref
3614	10.1038/s41586-018-0155-6	Crossref
3615	10.1016/j.oceano.2015.06.004	Crossref
3616	10.1073/pnas.1212647110	Crossref
3617	10.1111/1468-2427.12758	Crossref
3618	10.1029/92JC01586	Crossref
3619	10.1088/1748-9326/11/10/104007	Crossref
3620	10.1038/s41598-018-22765-0	Crossref
3621	10.1371/journal.pone.0027374	Crossref
3623	10.1111/gec3.12244	Crossref
3624	10.1007/s00267-013-0179-5	Crossref
3625	10.1080/01944363.2015.1074526	Crossref
3626	10.1016/j.geomorph.2017.08.002	Crossref
3627	10.1016/j.marpolbul.2014.03.036	Crossref
3628	10.1007/s10584-018-2272-5	Crossref
3629	10.1007/s10113-018-1347-1	Crossref
3630	10.1002/2017EF000624	Crossref
3631	10.1073/pnas.1200519109	Crossref
3632	10.1146/annurev-environ-110615-090011	Crossref
3633	10.1007/s10584-014-1080-9	Crossref
3634	10.1038/nclimate2991	Crossref
3635	10.1002/2014GL061356	Crossref
3636	10.3390/jmse5020021	Crossref
3637	10.1175/JCLI-D-17-0110.1	Crossref
3638	10.1016/j.ijdrr.2017.02.015	Crossref
3639	10.1038/nclimate2469	Crossref
3640	10.1007/s12061-014-9110-6	Crossref
3641	10.1672/08-40.1	Crossref
3642	10.1038/nclimate1235	Crossref
3643	10.1073/pnas.1707743114	Crossref
3644	10.1007/s13412-017-0456-3	Crossref
3645	10.1016/j.catena.2012.10.009	Crossref
3646	10.5194/nhess-17-315-2017	Crossref
3647	10.1016/j.worlddev.2017.10.014	Crossref
3648	10.1038/nclimate2665	Crossref
3649	10.1080/03768359408439772	Crossref
3650	10.1111/conl.12074	Crossref
3651	10.1007/s11625-016-0410-4	Crossref
3652	10.1111/j.1539-6924.2011.01695.x	Crossref
3653	10.1002/aqc.733	Crossref
3654	10.1080/08920753.2019.1564951	Crossref
3655	10.1146/annurev-marine-121211-172406	Crossref
3656	10.1130/GSATG312A.1	Crossref
3657	10.1016/j.epsl.2016.01.022	Crossref
3658	10.1002/2017PA003313	Crossref
3659	10.1002/lno.10104	Crossref
3660	10.1098/rsif.2016.0690	Crossref
3661	10.1002/2015GL063861	Crossref
3662	10.1016/j.compenvurbsys.2015.09.007	Crossref
3663	10.1088/1748-9326/aadf96	Crossref
3664	10.1371/journal.pone.0107042	Crossref
3666	10.3354/meps253025	Crossref
3667	10.1038/4681029a	Crossref
3668	10.2112/JCOASTRES-D-13-00070.1	Crossref
3669	10.1111/geoj.12177	Crossref
3670	10.1080/00049181003742294	Crossref
3671	10.1007/s00338-011-0723-9	Crossref
3672	10.1126/sciadv.aap9741	Crossref
3673	10.1007/s00382-015-2554-9	Crossref
3674	10.1016/j.scitotenv.2018.03.234	Crossref
3675	10.1016/j.envsci.2017.09.011	Crossref
3676	10.1007/s00024-015-1134-6	Crossref
3677	10.1016/j.ocecoaman.2017.12.007	Crossref
3678	10.2307/j.ctt1gxp7qz	Crossref
3679	10.4135/9781452231389	Crossref
3680	10.1002/2016GL067818	Crossref
3681	10.3390/su10020523	Crossref
3682	10.1029/2010GL045693	Crossref
3683	10.1002/2014EF000272	Crossref
3684	10.1038/ngeo629	Crossref
3685	10.1016/j.gloplacha.2006.12.001	Crossref
3686	10.1007/s11625-015-0337-1	Crossref
3687	10.1111/j.1365-246X.2011.05116.x	Crossref
3688	10.1007/s10584-018-2356-2	Crossref
3689	10.1016/j.earscirev.2015.01.002	Crossref
3690	10.1016/j.ecolind.2017.08.044	Crossref
3691	10.1038/nclimate1744	Crossref
3692	10.1088/1748-9326/7/1/014032	Crossref
3694	10.1038/srep12505	Crossref
3695	10.1007/s10113-015-0841-y	Crossref
3696	10.1016/j.landurbplan.2016.01.007	Crossref
3697	10.1080/09640568.2016.1168288	Crossref
3698	10.1177/0095399712469195	Crossref
3699	10.1111/j.1539-6924.2011.01616.x	Crossref
3700	10.1126/science.aab3574	Crossref
3701	10.1016/j.geomorph.2017.09.040	Crossref
3702	10.1007/978-3-319-33880-4_6	Crossref
3703	10.1016/j.scitotenv.2018.08.306	Crossref
