source,target,weight,type
141,1489,1,undirected
141,1501,1,undirected
141,1534,1,undirected
141,1625,1,undirected
141,1635,1,undirected
141,12,1,undirected
141,64,1,undirected
141,73,1,undirected
141,5834,1,undirected
141,2382,1,undirected
141,351,1,undirected
141,5363,1,undirected
141,2384,1,undirected
141,266,1,undirected
141,2104,1,undirected
141,2918,1,undirected
141,2105,1,undirected
141,2162,1,undirected
141,609,1,undirected
141,2167,1,undirected
141,2935,1,undirected
141,5840,1,undirected
141,3104,1,undirected
142,1199,1,undirected
142,5967,1,undirected
143,250,1,undirected
143,3303,1,undirected
143,1755,1,undirected
143,5797,1,undirected
143,236,1,undirected
145,154,1,undirected
145,5947,1,undirected
145,2,1,undirected
145,5952,1,undirected
145,3545,1,undirected
146,5947,1,undirected
146,600,1,undirected
149,2192,1,undirected
149,5399,1,undirected
149,5400,1,undirected
149,4293,1,undirected
149,5054,1,undirected
150,2048,1,undirected
150,4807,1,undirected
150,4808,1,undirected
150,3783,1,undirected
151,2428,1,undirected
151,3829,1,undirected
151,4762,1,undirected
151,4479,1,undirected
151,4481,1,undirected
151,2244,1,undirected
151,251,1,undirected
151,3780,1,undirected
151,156,1,undirected
151,1857,1,undirected
151,4434,1,undirected
151,4387,1,undirected
151,1858,1,undirected
151,1374,1,undirected
151,4072,1,undirected
151,4812,1,undirected
151,4817,1,undirected
151,4771,1,undirected
151,2422,1,undirected
152,10,1,undirected
152,298,1,undirected
152,2960,1,undirected
152,3543,1,undirected
152,2866,1,undirected
152,2868,1,undirected
152,3009,1,undirected
152,792,1,undirected
152,2914,1,undirected
152,3648,1,undirected
152,3362,1,undirected
152,3179,1,undirected
152,3041,1,undirected
153,3,1,undirected
155,397,1,undirected
157,299,1,undirected
157,248,1,undirected
157,201,1,undirected
157,249,1,undirected
158,103,1,undirected
158,5985,1,undirected
159,5835,1,undirected
159,250,1,undirected
160,3007,1,undirected
160,2864,1,undirected
160,2961,1,undirected
160,3494,1,undirected
162,5836,1,undirected
162,2577,1,undirected
162,1278,1,undirected
162,2833,1,undirected
162,3940,1,undirected
163,5270,1,undirected
163,4201,1,undirected
163,1335,1,undirected
163,187,1,undirected
164,1378,1,undirected
164,1403,1,undirected
164,1418,1,undirected
164,1559,1,undirected
164,1584,1,undirected
164,1642,1,undirected
164,1708,1,undirected
164,30,1,undirected
164,158,1,undirected
164,5270,1,undirected
164,298,1,undirected
164,5834,1,undirected
164,2192,1,undirected
164,4381,1,undirected
164,2194,1,undirected
164,2144,1,undirected
164,4480,1,undirected
164,2097,1,undirected
164,1660,1,undirected
164,2245,1,undirected
164,1858,1,undirected
164,1231,1,undirected
164,2199,1,undirected
164,3451,1,undirected
164,1137,1,undirected
164,2153,1,undirected
164,2002,1,undirected
164,2677,1,undirected
164,2342,1,undirected
164,2344,1,undirected
164,2061,1,undirected
164,2347,1,undirected
164,1143,1,undirected
164,2301,1,undirected
164,2585,1,undirected
164,2073,1,undirected
164,2395,1,undirected
164,2450,1,undirected
164,2169,1,undirected
164,2038,1,undirected
165,20,1,undirected
165,198,1,undirected
165,5834,1,undirected
165,3399,1,undirected
165,2144,1,undirected
165,3591,1,undirected
165,4065,1,undirected
165,3116,1,undirected
165,3117,1,undirected
165,2629,1,undirected
165,3648,1,undirected
165,3462,1,undirected
166,1657,1,undirected
166,935,1,undirected
166,264,1,undirected
166,2250,1,undirected
166,1816,1,undirected
168,1727,1,undirected
168,1761,1,undirected
168,104,1,undirected
168,299,1,undirected
168,2241,1,undirected
168,4381,1,undirected
168,310,1,undirected
168,2386,1,undirected
168,1958,1,undirected
168,5278,1,undirected
168,5675,1,undirected
168,2064,1,undirected
168,2067,1,undirected
168,2301,1,undirected
168,5375,1,undirected
169,115,1,undirected
169,5984,1,undirected
169,4717,1,undirected
169,5579,1,undirected
169,4857,1,undirected
169,5538,1,undirected
170,1765,1,undirected
170,2197,1,undirected
170,1861,1,undirected
170,756,1,undirected
171,1132,1,undirected
172,27,1,undirected
172,64,1,undirected
173,2960,1,undirected
173,2732,1,undirected
175,2105,1,undirected
175,4774,1,undirected
177,29,1,undirected
177,105,1,undirected
177,3302,1,undirected
177,152,1,undirected
177,3545,1,undirected
177,5625,1,undirected
177,2965,1,undirected
177,3309,1,undirected
177,324,1,undirected
177,3123,1,undirected
177,3165,1,undirected
177,3174,1,undirected
177,3178,1,undirected
177,5997,1,undirected
177,3039,1,undirected
177,3480,1,undirected
177,5870,1,undirected
177,3531,1,undirected
179,1623,1,undirected
179,594,1,undirected
179,1907,1,undirected
179,1959,1,undirected
179,2339,1,undirected
179,663,1,undirected
179,1624,1,undirected
179,1972,1,undirected
179,2503,1,undirected
179,1261,1,undirected
180,67,1,undirected
181,1370,1,undirected
181,1469,1,undirected
181,1707,1,undirected
181,26,1,undirected
181,199,1,undirected
181,5834,1,undirected
181,3007,1,undirected
181,935,1,undirected
181,300,1,undirected
181,5227,1,undirected
181,5184,1,undirected
181,5950,1,undirected
181,2381,1,undirected
181,3447,1,undirected
181,2382,1,undirected
181,5619,1,undirected
181,3106,1,undirected
181,2196,1,undirected
181,2869,1,undirected
181,3109,1,undirected
181,2870,1,undirected
181,2147,1,undirected
181,2099,1,undirected
181,2246,1,undirected
181,3451,1,undirected
181,5583,1,undirected
181,2247,1,undirected
181,2629,1,undirected
181,5405,1,undirected
181,3159,1,undirected
181,2250,1,undirected
181,5759,1,undirected
181,5276,1,undirected
181,3454,1,undirected
181,1906,1,undirected
181,5367,1,undirected
181,5499,1,undirected
181,5905,1,undirected
181,2977,1,undirected
181,5329,1,undirected
181,5462,1,undirected
181,2738,1,undirected
181,1152,1,undirected
181,1883,1,undirected
181,5478,1,undirected
181,2231,1,undirected
181,5481,1,undirected
182,4201,1,undirected
182,5452,1,undirected
182,5681,1,undirected
182,5288,1,undirected
182,5730,1,undirected
182,5736,1,undirected
183,1489,1,undirected
183,176,1,undirected
183,5835,1,undirected
183,250,1,undirected
183,5858,1,undirected
183,5957,1,undirected
183,5193,1,undirected
183,5960,1,undirected
183,1931,1,undirected
184,448,1,undirected
184,457,1,undirected
184,14,1,undirected
184,34,1,undirected
184,742,1,undirected
184,601,1,undirected
184,3210,1,undirected
184,653,1,undirected
184,1039,1,undirected
184,324,1,undirected
184,359,1,undirected
184,3268,1,undirected
184,5414,1,undirected
184,798,1,undirected
184,5963,1,undirected
184,366,1,undirected
184,5778,1,undirected
184,816,1,undirected
184,718,1,undirected
184,1016,1,undirected
185,5315,1,undirected
185,2868,1,undirected
185,599,1,undirected
185,600,1,undirected
185,3309,1,undirected
185,996,1,undirected
185,1877,1,undirected
185,2118,1,undirected
185,340,1,undirected
186,12,1,undirected
186,5947,1,undirected
186,2,1,undirected
186,5274,1,undirected
186,3315,1,undirected
186,3098,1,undirected
190,3303,1,undirected
191,4108,1,undirected
191,4246,1,undirected
191,3976,1,undirected
191,4870,1,undirected
192,1422,1,undirected
192,14,1,undirected
192,104,1,undirected
192,298,1,undirected
192,5948,1,undirected
192,308,1,undirected
192,208,1,undirected
192,5235,1,undirected
192,3353,1,undirected
192,5366,1,undirected
192,5278,1,undirected
192,5675,1,undirected
192,5375,1,undirected
192,4457,1,undirected
193,887,1,undirected
193,1016,1,undirected
193,5881,1,undirected
193,5979,1,undirected
194,1556,1,undirected
194,94,1,undirected
194,1200,1,undirected
198,5834,1,undirected
198,5956,1,undirected
199,161,1,undirected
199,5363,1,undirected
199,3256,1,undirected
199,2975,1,undirected
200,198,1,undirected
200,298,1,undirected
200,299,1,undirected
200,248,1,undirected
200,5948,1,undirected
200,201,1,undirected
200,5956,1,undirected
200,1958,1,undirected
200,1912,1,undirected
201,198,1,undirected
201,298,1,undirected
201,299,1,undirected
201,5947,1,undirected
201,327,1,undirected
201,5997,1,undirected
204,51,1,undirected
204,5946,1,undirected
